phase,label,target_service,workload,placement_mode,users,duration_seconds,decision,health_code,locust_exit,metrics_exit,locust_request_count,locust_failure_count,locust_failure_pct,locust_median_ms,locust_avg_latency_ms,locust_p95_ms,locust_p99_ms,locust_req_rate,service,deployment,backend,cpu_pct,mem_pct,service_request_count,service_req_rate,service_error_count,service_error_pct,service_p50_ms,service_p95_ms,service_p99_ms,service_avg_latency_ms,exec_grpc_ms,faas_exec_p99_ms,cold_start_count,cold_start_p99_ms,metric_source,data_quality,stats_file,metrics_file
phase3,calibration_paymentservice_350,paymentservice,checkout,calibration,350,180,completed,200,0,0,19261,4,0.0208,2700.00,3113.75,6300.00,9100.00,107.1501,productcatalogservice,iaas,iaas,26.6601,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_350_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_350_metrics.csv
phase3,calibration_paymentservice_350,paymentservice,checkout,calibration,350,180,completed,200,0,0,19261,4,0.0208,2700.00,3113.75,6300.00,9100.00,107.1501,cartservice,iaas,iaas,4.5477,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_350_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_350_metrics.csv
phase3,calibration_paymentservice_350,paymentservice,checkout,calibration,350,180,completed,200,0,0,19261,4,0.0208,2700.00,3113.75,6300.00,9100.00,107.1501,checkoutservice,iaas,iaas,19.3480,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_350_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_350_metrics.csv
phase3,calibration_paymentservice_350,paymentservice,checkout,calibration,350,180,completed,200,0,0,19261,4,0.0208,2700.00,3113.75,6300.00,9100.00,107.1501,currencyservice,hybrid-dynamic,faas,40.6657,,47963.1536,252.6222,,,622.95,2303.61,4163.29,745.85,4.98,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_350_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_350_metrics.csv
phase3,calibration_paymentservice_350,paymentservice,checkout,calibration,350,180,completed,200,0,0,19261,4,0.0208,2700.00,3113.75,6300.00,9100.00,107.1501,emailservice,hybrid-dynamic,faas,14.4005,,12976.4103,22.8667,,,7.01,56.29,182.36,13.52,4.96,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_350_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_350_metrics.csv
phase3,calibration_paymentservice_350,paymentservice,checkout,calibration,350,180,completed,200,0,0,19261,4,0.0208,2700.00,3113.75,6300.00,9100.00,107.1501,paymentservice,iaas,iaas,9.0894,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_350_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_350_metrics.csv
phase3,calibration_paymentservice_350,paymentservice,checkout,calibration,350,180,completed,200,0,0,19261,4,0.0208,2700.00,3113.75,6300.00,9100.00,107.1501,shippingservice,hybrid-dynamic,iaas,3.6523,,29666.1207,48.1212,0.0000,0.0000,14.59,144.02,245.93,34.03,4.96,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_350_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_350_metrics.csv
phase3,calibration_paymentservice_350,paymentservice,checkout,calibration,350,180,completed,200,0,0,19261,4,0.0208,2700.00,3113.75,6300.00,9100.00,107.1501,adservice,hybrid-dynamic,faas,11.7919,,18240.4412,30.5757,239.5078,1.3131,5.12,24.76,92.72,9.45,4.95,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_350_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_350_metrics.csv
phase3,calibration_paymentservice_350,paymentservice,checkout,calibration,350,180,completed,200,0,0,19261,4,0.0208,2700.00,3113.75,6300.00,9100.00,107.1501,recommendationservice,iaas,iaas,43.3562,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_350_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_350_metrics.csv
phase3,calibration_paymentservice_350,paymentservice,checkout,calibration,350,180,completed,200,0,0,19261,4,0.0208,2700.00,3113.75,6300.00,9100.00,107.1501,redis-cart,iaas,iaas,6.2829,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_350_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_350_metrics.csv
phase3,calibration_paymentservice_500,paymentservice,checkout,calibration,500,180,completed,200,0,0,25694,6,0.0234,2500.00,3298.31,8100.00,13000.00,142.8828,frontend,iaas,iaas,58.6999,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_500_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_500_metrics.csv
phase3,calibration_paymentservice_500,paymentservice,checkout,calibration,500,180,completed,200,0,0,25694,6,0.0234,2500.00,3298.31,8100.00,13000.00,142.8828,productcatalogservice,iaas,iaas,25.6006,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_500_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_500_metrics.csv
phase3,calibration_paymentservice_500,paymentservice,checkout,calibration,500,180,completed,200,0,0,25694,6,0.0234,2500.00,3298.31,8100.00,13000.00,142.8828,cartservice,iaas,iaas,4.1422,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_500_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_500_metrics.csv
phase3,calibration_paymentservice_500,paymentservice,checkout,calibration,500,180,completed,200,0,0,25694,6,0.0234,2500.00,3298.31,8100.00,13000.00,142.8828,checkoutservice,iaas,iaas,17.1773,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_500_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_500_metrics.csv
phase3,calibration_paymentservice_500,paymentservice,checkout,calibration,500,180,completed,200,0,0,25694,6,0.0234,2500.00,3298.31,8100.00,13000.00,142.8828,currencyservice,hybrid-dynamic,iaas,24.3850,,37524.4444,,,,833.14,2374.86,4680.87,947.91,4.98,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_500_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_500_metrics.csv
phase3,calibration_paymentservice_500,paymentservice,checkout,calibration,500,180,completed,200,0,0,25694,6,0.0234,2500.00,3298.31,8100.00,13000.00,142.8828,emailservice,hybrid-dynamic,faas,14.5212,,13758.9744,35.2444,0.0000,0.0000,7.72,78.55,180.71,16.15,4.96,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_500_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_500_metrics.csv
phase3,calibration_paymentservice_500,paymentservice,checkout,calibration,500,180,completed,200,0,0,25694,6,0.0234,2500.00,3298.31,8100.00,13000.00,142.8828,paymentservice,iaas,iaas,8.2466,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_500_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_500_metrics.csv
phase3,calibration_paymentservice_500,paymentservice,checkout,calibration,500,180,completed,200,0,0,25694,6,0.0234,2500.00,3298.31,8100.00,13000.00,142.8828,shippingservice,hybrid-dynamic,faas,27.0980,,23933.5332,103.9778,,,17.09,197.13,311.15,43.05,4.96,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_500_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_500_metrics.csv
phase3,calibration_paymentservice_500,paymentservice,checkout,calibration,500,180,completed,200,0,0,25694,6,0.0234,2500.00,3298.31,8100.00,13000.00,142.8828,adservice,hybrid-dynamic,faas,11.8124,,19746.6667,44.9778,408.2051,2.0672,6.18,65.32,98.35,12.67,4.95,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_500_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_500_metrics.csv
phase3,calibration_paymentservice_500,paymentservice,checkout,calibration,500,180,completed,200,0,0,25694,6,0.0234,2500.00,3298.31,8100.00,13000.00,142.8828,recommendationservice,iaas,iaas,43.6178,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_500_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_500_metrics.csv
phase3,calibration_paymentservice_500,paymentservice,checkout,calibration,500,180,completed,200,0,0,25694,6,0.0234,2500.00,3298.31,8100.00,13000.00,142.8828,redis-cart,iaas,iaas,6.0176,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_500_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_500_metrics.csv
phase3,calibration_paymentservice_700,paymentservice,checkout,calibration,700,180,threshold_exceeded,200,0,0,16947,0,0.0000,5500.00,7013.46,16000.00,33000.00,94.3547,frontend,iaas,iaas,55.1544,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_700_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_700_metrics.csv
phase3,calibration_paymentservice_700,paymentservice,checkout,calibration,700,180,threshold_exceeded,200,0,0,16947,0,0.0000,5500.00,7013.46,16000.00,33000.00,94.3547,productcatalogservice,iaas,iaas,23.5328,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_700_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_700_metrics.csv
phase3,calibration_paymentservice_700,paymentservice,checkout,calibration,700,180,threshold_exceeded,200,0,0,16947,0,0.0000,5500.00,7013.46,16000.00,33000.00,94.3547,cartservice,iaas,iaas,3.6964,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_700_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_700_metrics.csv
phase3,calibration_paymentservice_700,paymentservice,checkout,calibration,700,180,threshold_exceeded,200,0,0,16947,0,0.0000,5500.00,7013.46,16000.00,33000.00,94.3547,checkoutservice,iaas,iaas,15.2598,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_700_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_700_metrics.csv
phase3,calibration_paymentservice_700,paymentservice,checkout,calibration,700,180,threshold_exceeded,200,0,0,16947,0,0.0000,5500.00,7013.46,16000.00,33000.00,94.3547,currencyservice,hybrid-dynamic,faas,36.2308,,40777.5391,230.2427,,,1393.86,4342.59,4916.60,1472.07,4.98,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_700_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_700_metrics.csv
phase3,calibration_paymentservice_700,paymentservice,checkout,calibration,700,180,threshold_exceeded,200,0,0,16947,0,0.0000,5500.00,7013.46,16000.00,33000.00,94.3547,emailservice,hybrid-dynamic,faas,13.3350,,11957.9487,21.2222,0.0000,0.0000,8.01,79.87,138.39,16.50,4.96,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_700_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_700_metrics.csv
phase3,calibration_paymentservice_700,paymentservice,checkout,calibration,700,180,threshold_exceeded,200,0,0,16947,0,0.0000,5500.00,7013.46,16000.00,33000.00,94.3547,paymentservice,iaas,iaas,7.5215,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_700_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_700_metrics.csv
phase3,calibration_paymentservice_700,paymentservice,checkout,calibration,700,180,threshold_exceeded,200,0,0,16947,0,0.0000,5500.00,7013.46,16000.00,33000.00,94.3547,shippingservice,hybrid-dynamic,faas,22.7830,,17693.2592,54.8568,,,18.52,210.26,355.90,48.35,4.97,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_700_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_700_metrics.csv
phase3,calibration_paymentservice_700,paymentservice,checkout,calibration,700,180,threshold_exceeded,200,0,0,16947,0,0.0000,5500.00,7013.46,16000.00,33000.00,94.3547,adservice,hybrid-dynamic,faas,10.5798,,17849.2308,28.8222,591.7949,3.3155,6.36,79.95,158.41,15.46,4.95,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_700_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_700_metrics.csv
phase3,calibration_paymentservice_700,paymentservice,checkout,calibration,700,180,threshold_exceeded,200,0,0,16947,0,0.0000,5500.00,7013.46,16000.00,33000.00,94.3547,recommendationservice,iaas,iaas,40.5114,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_700_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_700_metrics.csv
phase3,calibration_paymentservice_700,paymentservice,checkout,calibration,700,180,threshold_exceeded,200,0,0,16947,0,0.0000,5500.00,7013.46,16000.00,33000.00,94.3547,redis-cart,iaas,iaas,5.7144,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_700_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_700_metrics.csv
phase3,calibration_paymentservice_200,paymentservice,checkout,calibration,200,180,completed,200,0,0,22378,309,1.3808,1300.00,1514.75,3100.00,4600.00,124.6461,frontend,iaas,iaas,22.3885,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_200_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_200_metrics.csv
phase3,calibration_paymentservice_200,paymentservice,checkout,calibration,200,180,completed,200,0,0,22378,309,1.3808,1300.00,1514.75,3100.00,4600.00,124.6461,productcatalogservice,iaas,iaas,9.2615,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_200_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_200_metrics.csv
phase3,calibration_paymentservice_200,paymentservice,checkout,calibration,200,180,completed,200,0,0,22378,309,1.3808,1300.00,1514.75,3100.00,4600.00,124.6461,cartservice,iaas,iaas,1.8425,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_200_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_200_metrics.csv
phase3,calibration_paymentservice_200,paymentservice,checkout,calibration,200,180,completed,200,0,0,22378,309,1.3808,1300.00,1514.75,3100.00,4600.00,124.6461,checkoutservice,iaas,iaas,6.8787,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_200_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_200_metrics.csv
phase3,calibration_paymentservice_200,paymentservice,checkout,calibration,200,180,completed,200,0,0,22378,309,1.3808,1300.00,1514.75,3100.00,4600.00,124.6461,currencyservice,hybrid-dynamic,iaas,24.4054,,25015.7500,,,,398.22,1009.51,2201.90,443.80,4.98,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_200_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_200_metrics.csv
phase3,calibration_paymentservice_200,paymentservice,checkout,calibration,200,180,completed,200,0,0,22378,309,1.3808,1300.00,1514.75,3100.00,4600.00,124.6461,emailservice,hybrid-dynamic,faas,5.2042,,5841.0256,46.4000,0.0000,0.0000,6.40,24.52,77.75,8.83,4.95,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_200_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_200_metrics.csv
phase3,calibration_paymentservice_200,paymentservice,checkout,calibration,200,180,completed,200,0,0,22378,309,1.3808,1300.00,1514.75,3100.00,4600.00,124.6461,paymentservice,iaas,iaas,3.0259,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_200_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_200_metrics.csv
phase3,calibration_paymentservice_200,paymentservice,checkout,calibration,200,180,completed,200,0,0,22378,309,1.3808,1300.00,1514.75,3100.00,4600.00,124.6461,shippingservice,hybrid-dynamic,iaas,8.8431,,12047.1606,,0.0000,0.0000,11.53,92.72,196.44,23.71,4.96,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_200_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_200_metrics.csv
phase3,calibration_paymentservice_200,paymentservice,checkout,calibration,200,180,completed,200,0,0,22378,309,1.3808,1300.00,1514.75,3100.00,4600.00,124.6461,adservice,hybrid-dynamic,faas,4.2468,,8278.9744,63.3778,25.6410,0.3097,4.44,21.68,61.44,6.62,4.95,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_200_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_200_metrics.csv
phase3,calibration_paymentservice_200,paymentservice,checkout,calibration,200,180,completed,200,0,0,22378,309,1.3808,1300.00,1514.75,3100.00,4600.00,124.6461,recommendationservice,iaas,iaas,14.7565,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_200_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_200_metrics.csv
phase3,calibration_paymentservice_200,paymentservice,checkout,calibration,200,180,completed,200,0,0,22378,309,1.3808,1300.00,1514.75,3100.00,4600.00,124.6461,redis-cart,iaas,iaas,4.2805,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_200_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_paymentservice_200_metrics.csv
phase1,phase1_paymentservice_200,paymentservice,checkout,iaas-only,200,300,completed,200,0,0,55482,0,0.0000,780.00,992.32,1700.00,2600.00,185.5661,frontend,iaas,iaas,41.4624,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_paymentservice_200_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_paymentservice_200_metrics.csv
phase1,phase1_paymentservice_200,paymentservice,checkout,iaas-only,200,300,completed,200,0,0,55482,0,0.0000,780.00,992.32,1700.00,2600.00,185.5661,productcatalogservice,iaas,iaas,19.0015,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_paymentservice_200_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_paymentservice_200_metrics.csv
phase1,phase1_paymentservice_200,paymentservice,checkout,iaas-only,200,300,completed,200,0,0,55482,0,0.0000,780.00,992.32,1700.00,2600.00,185.5661,cartservice,iaas,iaas,3.2484,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_paymentservice_200_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_paymentservice_200_metrics.csv
phase1,phase1_paymentservice_200,paymentservice,checkout,iaas-only,200,300,completed,200,0,0,55482,0,0.0000,780.00,992.32,1700.00,2600.00,185.5661,checkoutservice,iaas,iaas,13.3391,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_paymentservice_200_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_paymentservice_200_metrics.csv
phase1,phase1_paymentservice_200,paymentservice,checkout,iaas-only,200,300,completed,200,0,0,55482,0,0.0000,780.00,992.32,1700.00,2600.00,185.5661,currencyservice,iaas,iaas,21.0844,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_paymentservice_200_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_paymentservice_200_metrics.csv
phase1,phase1_paymentservice_200,paymentservice,checkout,iaas-only,200,300,completed,200,0,0,55482,0,0.0000,780.00,992.32,1700.00,2600.00,185.5661,emailservice,iaas,iaas,15.3769,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_paymentservice_200_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_paymentservice_200_metrics.csv
phase1,phase1_paymentservice_200,paymentservice,checkout,iaas-only,200,300,completed,200,0,0,55482,0,0.0000,780.00,992.32,1700.00,2600.00,185.5661,paymentservice,iaas,iaas,7.7890,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_paymentservice_200_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_paymentservice_200_metrics.csv
phase1,phase1_paymentservice_200,paymentservice,checkout,iaas-only,200,300,completed,200,0,0,55482,0,0.0000,780.00,992.32,1700.00,2600.00,185.5661,shippingservice,iaas,iaas,5.2555,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_paymentservice_200_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase1/phase1_paymentservice_200_metrics.csv
