phase,label,target_service,workload,placement_mode,users,duration_seconds,decision,health_code,locust_exit,metrics_exit,locust_request_count,locust_failure_count,locust_failure_pct,locust_median_ms,locust_avg_latency_ms,locust_p95_ms,locust_p99_ms,locust_req_rate,service,deployment,backend,cpu_pct,mem_pct,service_request_count,service_req_rate,service_error_count,service_error_pct,service_p50_ms,service_p95_ms,service_p99_ms,service_avg_latency_ms,exec_grpc_ms,faas_exec_p99_ms,cold_start_count,cold_start_p99_ms,metric_source,data_quality,stats_file,metrics_file
phase3,phase3_productcatalogservice_200,productcatalogservice,browse-product,hybrid,200,300,completed,200,0,0,44984,507,1.1271,840.00,1101.85,2100.00,6200.00,150.2882,adservice,hybrid-dynamic,iaas,34.4133,,23112.8606,,324.3123,1.4032,5.81,85.97,99.76,18.32,4.95,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/phase3_productcatalogservice_200_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/phase3_productcatalogservice_200_metrics.csv
phase3,phase3_productcatalogservice_200,productcatalogservice,browse-product,hybrid,200,300,completed,200,0,0,44984,507,1.1271,840.00,1101.85,2100.00,6200.00,150.2882,recommendationservice,iaas,iaas,27.0893,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/phase3_productcatalogservice_200_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/phase3_productcatalogservice_200_metrics.csv
phase3,phase3_productcatalogservice_200,productcatalogservice,browse-product,hybrid,200,300,completed,200,0,0,44984,507,1.1271,840.00,1101.85,2100.00,6200.00,150.2882,redis-cart,iaas,iaas,3.8535,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/phase3_productcatalogservice_200_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/phase3_productcatalogservice_200_metrics.csv
phase3,calibration_cartservice_50,cartservice,cart,calibration,50,180,completed,200,0,0,7099,107,1.5073,760.00,1120.47,2200.00,2400.00,39.6545,frontend,iaas,iaas,58.6979,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_50_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_50_metrics.csv
phase3,calibration_cartservice_50,cartservice,cart,calibration,50,180,completed,200,0,0,7099,107,1.5073,760.00,1120.47,2200.00,2400.00,39.6545,productcatalogservice,iaas,iaas,21.8213,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_50_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_50_metrics.csv
phase3,calibration_cartservice_50,cartservice,cart,calibration,50,180,completed,200,0,0,7099,107,1.5073,760.00,1120.47,2200.00,2400.00,39.6545,cartservice,iaas,iaas,2.6217,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_50_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_50_metrics.csv
phase3,calibration_cartservice_50,cartservice,cart,calibration,50,180,completed,200,0,0,7099,107,1.5073,760.00,1120.47,2200.00,2400.00,39.6545,checkoutservice,iaas,iaas,0.0006,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_50_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_50_metrics.csv
phase3,calibration_cartservice_50,cartservice,cart,calibration,50,180,completed,200,0,0,7099,107,1.5073,760.00,1120.47,2200.00,2400.00,39.6545,currencyservice,hybrid-dynamic,iaas,31.2770,,56798.0426,194.8345,,,116.02,874.36,1745.68,227.30,4.97,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_50_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_50_metrics.csv
phase3,calibration_cartservice_50,cartservice,cart,calibration,50,180,completed,200,0,0,7099,107,1.5073,760.00,1120.47,2200.00,2400.00,39.6545,emailservice,hybrid-dynamic,faas,0.0659,,,,,,,,,,,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_50_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_50_metrics.csv
phase3,calibration_cartservice_50,cartservice,cart,calibration,50,180,completed,200,0,0,7099,107,1.5073,760.00,1120.47,2200.00,2400.00,39.6545,paymentservice,iaas,iaas,0.0106,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_50_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_50_metrics.csv
phase3,calibration_cartservice_50,cartservice,cart,calibration,50,180,completed,200,0,0,7099,107,1.5073,760.00,1120.47,2200.00,2400.00,39.6545,shippingservice,hybrid-dynamic,faas,4.5025,,4304.9303,20.3556,,,3.30,9.45,20.38,4.25,4.95,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_50_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_50_metrics.csv
phase3,calibration_cartservice_50,cartservice,cart,calibration,50,180,completed,200,0,0,7099,107,1.5073,760.00,1120.47,2200.00,2400.00,39.6545,adservice,hybrid-dynamic,faas,14.5487,,27176.6769,13.4222,357.5631,1.3157,5.01,84.56,99.52,17.04,4.95,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_50_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_50_metrics.csv
phase3,calibration_cartservice_50,cartservice,cart,calibration,50,180,completed,200,0,0,7099,107,1.5073,760.00,1120.47,2200.00,2400.00,39.6545,recommendationservice,iaas,iaas,36.2904,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_50_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_50_metrics.csv
phase3,calibration_cartservice_50,cartservice,cart,calibration,50,180,completed,200,0,0,7099,107,1.5073,760.00,1120.47,2200.00,2400.00,39.6545,redis-cart,iaas,iaas,4.4929,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_50_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_50_metrics.csv
phase3,calibration_cartservice_100,cartservice,cart,calibration,100,180,completed,200,0,0,17513,3,0.0171,920.00,883.15,1500.00,2000.00,97.3968,frontend,iaas,iaas,47.2978,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_100_metrics.csv
phase3,calibration_cartservice_100,cartservice,cart,calibration,100,180,completed,200,0,0,17513,3,0.0171,920.00,883.15,1500.00,2000.00,97.3968,productcatalogservice,iaas,iaas,17.7573,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_100_metrics.csv
phase3,calibration_cartservice_100,cartservice,cart,calibration,100,180,completed,200,0,0,17513,3,0.0171,920.00,883.15,1500.00,2000.00,97.3968,cartservice,iaas,iaas,2.7532,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_100_metrics.csv
phase3,calibration_cartservice_100,cartservice,cart,calibration,100,180,completed,200,0,0,17513,3,0.0171,920.00,883.15,1500.00,2000.00,97.3968,checkoutservice,iaas,iaas,0.0007,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_100_metrics.csv
phase3,calibration_cartservice_100,cartservice,cart,calibration,100,180,completed,200,0,0,17513,3,0.0171,920.00,883.15,1500.00,2000.00,97.3968,currencyservice,hybrid-dynamic,iaas,28.1231,,35575.1667,,,,69.67,226.47,263.75,77.77,4.96,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_100_metrics.csv
phase3,calibration_cartservice_100,cartservice,cart,calibration,100,180,completed,200,0,0,17513,3,0.0171,920.00,883.15,1500.00,2000.00,97.3968,emailservice,hybrid-dynamic,faas,0.0579,,,,,,,,,,,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_100_metrics.csv
phase3,calibration_cartservice_100,cartservice,cart,calibration,100,180,completed,200,0,0,17513,3,0.0171,920.00,883.15,1500.00,2000.00,97.3968,paymentservice,iaas,iaas,0.0107,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_100_metrics.csv
phase3,calibration_cartservice_100,cartservice,cart,calibration,100,180,completed,200,0,0,17513,3,0.0171,920.00,883.15,1500.00,2000.00,97.3968,shippingservice,hybrid-dynamic,iaas,5.5803,,12380.4464,,,,4.59,20.03,54.58,6.51,4.95,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_100_metrics.csv
phase3,calibration_cartservice_100,cartservice,cart,calibration,100,180,completed,200,0,0,17513,3,0.0171,920.00,883.15,1500.00,2000.00,97.3968,adservice,hybrid-dynamic,faas,6.8218,,9737.5716,37.1333,16.2802,0.1672,3.00,9.27,24.30,3.45,4.95,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_100_metrics.csv
phase3,calibration_cartservice_100,cartservice,cart,calibration,100,180,completed,200,0,0,17513,3,0.0171,920.00,883.15,1500.00,2000.00,97.3968,recommendationservice,iaas,iaas,24.2822,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_100_metrics.csv
phase3,calibration_cartservice_100,cartservice,cart,calibration,100,180,completed,200,0,0,17513,3,0.0171,920.00,883.15,1500.00,2000.00,97.3968,redis-cart,iaas,iaas,4.5330,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_100_metrics.csv
phase3,calibration_cartservice_200,cartservice,cart,calibration,200,180,completed,200,0,0,10555,2,0.0189,1700.00,3194.85,8700.00,14000.00,58.8839,frontend,iaas,iaas,48.3925,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_200_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_200_metrics.csv
phase3,calibration_cartservice_200,cartservice,cart,calibration,200,180,completed,200,0,0,10555,2,0.0189,1700.00,3194.85,8700.00,14000.00,58.8839,productcatalogservice,iaas,iaas,18.7248,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_200_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_200_metrics.csv
phase3,calibration_cartservice_200,cartservice,cart,calibration,200,180,completed,200,0,0,10555,2,0.0189,1700.00,3194.85,8700.00,14000.00,58.8839,cartservice,iaas,iaas,2.7431,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_200_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_200_metrics.csv
phase3,calibration_cartservice_200,cartservice,cart,calibration,200,180,completed,200,0,0,10555,2,0.0189,1700.00,3194.85,8700.00,14000.00,58.8839,checkoutservice,iaas,iaas,0.0006,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_200_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_200_metrics.csv
phase3,calibration_cartservice_200,cartservice,cart,calibration,200,180,completed,200,0,0,10555,2,0.0189,1700.00,3194.85,8700.00,14000.00,58.8839,currencyservice,hybrid-dynamic,faas,36.7450,,34470.2058,244.1333,,,461.91,1745.16,2460.04,549.73,4.97,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_200_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_200_metrics.csv
phase3,calibration_cartservice_200,cartservice,cart,calibration,200,180,completed,200,0,0,10555,2,0.0189,1700.00,3194.85,8700.00,14000.00,58.8839,emailservice,hybrid-dynamic,faas,0.0570,,,,,,,,,,,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_200_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_200_metrics.csv
phase3,calibration_cartservice_200,cartservice,cart,calibration,200,180,completed,200,0,0,10555,2,0.0189,1700.00,3194.85,8700.00,14000.00,58.8839,paymentservice,iaas,iaas,0.0106,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_200_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_200_metrics.csv
phase3,calibration_cartservice_200,cartservice,cart,calibration,200,180,completed,200,0,0,10555,2,0.0189,1700.00,3194.85,8700.00,14000.00,58.8839,shippingservice,hybrid-dynamic,faas,15.1824,,12039.8610,21.0222,,,5.14,21.46,64.58,7.21,4.95,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_200_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_200_metrics.csv
phase3,calibration_cartservice_200,cartservice,cart,calibration,200,180,completed,200,0,0,10555,2,0.0189,1700.00,3194.85,8700.00,14000.00,58.8839,adservice,hybrid-dynamic,faas,8.0088,,11733.3333,13.8000,21.5385,0.1836,3.37,14.21,63.62,4.81,4.95,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_200_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_200_metrics.csv
phase3,calibration_cartservice_200,cartservice,cart,calibration,200,180,completed,200,0,0,10555,2,0.0189,1700.00,3194.85,8700.00,14000.00,58.8839,recommendationservice,iaas,iaas,25.1910,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_200_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_200_metrics.csv
phase3,calibration_cartservice_200,cartservice,cart,calibration,200,180,completed,200,0,0,10555,2,0.0189,1700.00,3194.85,8700.00,14000.00,58.8839,redis-cart,iaas,iaas,4.6591,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_200_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_200_metrics.csv
phase3,calibration_cartservice_350,cartservice,cart,calibration,350,180,completed,200,0,0,25375,1,0.0039,2500.00,2302.97,3600.00,4100.00,141.2672,frontend,iaas,iaas,51.5002,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_350_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_350_metrics.csv
phase3,calibration_cartservice_350,cartservice,cart,calibration,350,180,completed,200,0,0,25375,1,0.0039,2500.00,2302.97,3600.00,4100.00,141.2672,productcatalogservice,iaas,iaas,18.3003,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_350_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_350_metrics.csv
phase3,calibration_cartservice_350,cartservice,cart,calibration,350,180,completed,200,0,0,25375,1,0.0039,2500.00,2302.97,3600.00,4100.00,141.2672,cartservice,iaas,iaas,2.5460,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_350_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_350_metrics.csv
phase3,calibration_cartservice_350,cartservice,cart,calibration,350,180,completed,200,0,0,25375,1,0.0039,2500.00,2302.97,3600.00,4100.00,141.2672,checkoutservice,iaas,iaas,0.0006,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_350_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_350_metrics.csv
phase3,calibration_cartservice_350,cartservice,cart,calibration,350,180,completed,200,0,0,25375,1,0.0039,2500.00,2302.97,3600.00,4100.00,141.2672,currencyservice,hybrid-dynamic,iaas,29.3925,,36057.7778,,,,465.04,1708.53,2446.72,547.63,4.97,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_350_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_350_metrics.csv
phase3,calibration_cartservice_350,cartservice,cart,calibration,350,180,completed,200,0,0,25375,1,0.0039,2500.00,2302.97,3600.00,4100.00,141.2672,emailservice,hybrid-dynamic,faas,0.0670,,,,,,,,,,,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_350_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_350_metrics.csv
phase3,calibration_cartservice_350,cartservice,cart,calibration,350,180,completed,200,0,0,25375,1,0.0039,2500.00,2302.97,3600.00,4100.00,141.2672,paymentservice,iaas,iaas,0.0106,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_350_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_350_metrics.csv
phase3,calibration_cartservice_350,cartservice,cart,calibration,350,180,completed,200,0,0,25375,1,0.0039,2500.00,2302.97,3600.00,4100.00,141.2672,shippingservice,hybrid-dynamic,iaas,2.3879,,13652.0833,,,,11.82,96.80,215.23,26.88,4.96,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_350_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_350_metrics.csv
phase3,calibration_cartservice_350,cartservice,cart,calibration,350,180,completed,200,0,0,25375,1,0.0039,2500.00,2302.97,3600.00,4100.00,141.2672,adservice,hybrid-dynamic,faas,9.1134,,15081.0256,54.0444,236.9231,1.5710,6.28,28.65,91.51,10.34,4.95,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_350_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_350_metrics.csv
phase3,calibration_cartservice_350,cartservice,cart,calibration,350,180,completed,200,0,0,25375,1,0.0039,2500.00,2302.97,3600.00,4100.00,141.2672,recommendationservice,iaas,iaas,30.4850,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_350_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_350_metrics.csv
phase3,calibration_cartservice_350,cartservice,cart,calibration,350,180,completed,200,0,0,25375,1,0.0039,2500.00,2302.97,3600.00,4100.00,141.2672,redis-cart,iaas,iaas,4.6937,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_350_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_350_metrics.csv
phase3,calibration_cartservice_500,cartservice,cart,calibration,500,180,threshold_exceeded,200,0,0,12224,311,2.5442,4300.00,6979.82,19000.00,22000.00,68.1906,frontend,iaas,iaas,49.4658,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_500_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_500_metrics.csv
phase3,calibration_cartservice_500,cartservice,cart,calibration,500,180,threshold_exceeded,200,0,0,12224,311,2.5442,4300.00,6979.82,19000.00,22000.00,68.1906,productcatalogservice,iaas,iaas,18.4453,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_500_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_500_metrics.csv
phase3,calibration_cartservice_500,cartservice,cart,calibration,500,180,threshold_exceeded,200,0,0,12224,311,2.5442,4300.00,6979.82,19000.00,22000.00,68.1906,cartservice,iaas,iaas,2.2462,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_500_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_500_metrics.csv
phase3,calibration_cartservice_500,cartservice,cart,calibration,500,180,threshold_exceeded,200,0,0,12224,311,2.5442,4300.00,6979.82,19000.00,22000.00,68.1906,checkoutservice,iaas,iaas,0.0005,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_500_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_cartservice_500_metrics.csv
