Application,Deployment,Load,Target service,Service,Backend,Requests,Fails,Median latency (ms),Average latency (ms),p95 latency (ms),p99 latency (ms),CPU (%),Memory (%),Service p50 latency (ms),Service p95 latency (ms),Service p99 latency (ms),Metric source,Data quality
GoB,Hybrid,currencyservice 50 users (currency),currencyservice,checkoutservice,iaas,15641,96,610.00,766.96,1900.00,2400.00,0.0063,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,currencyservice 50 users (currency),currencyservice,currencyservice,iaas,15641,96,610.00,766.96,1900.00,2400.00,69.5719,,90.27,243.51,436.43,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct
GoB,Hybrid,currencyservice 50 users (currency),currencyservice,emailservice,faas,15641,96,610.00,766.96,1900.00,2400.00,0.0591,,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,currencyservice 50 users (currency),currencyservice,paymentservice,iaas,15641,96,610.00,766.96,1900.00,2400.00,0.0000,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,currencyservice 50 users (currency),currencyservice,shippingservice,faas,15641,96,610.00,766.96,1900.00,2400.00,0.0473,,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,currencyservice 50 users (currency),currencyservice,adservice,faas,15641,96,610.00,766.96,1900.00,2400.00,9.9061,,2.59,4.92,9.07,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct
GoB,Hybrid,currencyservice 50 users (currency),currencyservice,recommendationservice,iaas,15641,96,610.00,766.96,1900.00,2400.00,0.1693,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,currencyservice 50 users (currency),currencyservice,redis-cart,iaas,15641,96,610.00,766.96,1900.00,2400.00,3.7798,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,paymentservice 200 users (checkout),paymentservice,frontend,iaas,55482,0,780.00,992.32,1700.00,2600.00,41.4624,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,paymentservice 200 users (checkout),paymentservice,productcatalogservice,iaas,55482,0,780.00,992.32,1700.00,2600.00,19.0015,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,paymentservice 200 users (checkout),paymentservice,cartservice,iaas,55482,0,780.00,992.32,1700.00,2600.00,3.2484,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,paymentservice 200 users (checkout),paymentservice,checkoutservice,iaas,55482,0,780.00,992.32,1700.00,2600.00,13.3391,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,paymentservice 200 users (checkout),paymentservice,currencyservice,iaas,55482,0,780.00,992.32,1700.00,2600.00,21.0844,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,paymentservice 200 users (checkout),paymentservice,emailservice,iaas,55482,0,780.00,992.32,1700.00,2600.00,15.3769,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,paymentservice 200 users (checkout),paymentservice,paymentservice,iaas,55482,0,780.00,992.32,1700.00,2600.00,7.7890,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,paymentservice 200 users (checkout),paymentservice,shippingservice,iaas,55482,0,780.00,992.32,1700.00,2600.00,5.2555,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,paymentservice 200 users (checkout),paymentservice,adservice,iaas,55482,0,780.00,992.32,1700.00,2600.00,5.9215,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,paymentservice 200 users (checkout),paymentservice,recommendationservice,iaas,55482,0,780.00,992.32,1700.00,2600.00,37.9903,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,paymentservice 200 users (checkout),paymentservice,redis-cart,iaas,55482,0,780.00,992.32,1700.00,2600.00,4.5880,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,paymentservice 200 users (checkout),paymentservice,frontend,iaas,25443,127,1400.00,2264.69,6900.00,16000.00,34.1555,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,paymentservice 200 users (checkout),paymentservice,productcatalogservice,iaas,25443,127,1400.00,2264.69,6900.00,16000.00,14.5218,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,paymentservice 200 users (checkout),paymentservice,cartservice,iaas,25443,127,1400.00,2264.69,6900.00,16000.00,2.6673,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,paymentservice 200 users (checkout),paymentservice,checkoutservice,iaas,25443,127,1400.00,2264.69,6900.00,16000.00,10.1748,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,paymentservice 200 users (checkout),paymentservice,currencyservice,iaas,25443,127,1400.00,2264.69,6900.00,16000.00,34.8931,,300.92,965.92,2069.55,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct
GoB,Hybrid,paymentservice 200 users (checkout),paymentservice,emailservice,faas,25443,127,1400.00,2264.69,6900.00,16000.00,7.5134,,5.46,32.80,118.93,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct
GoB,Hybrid,paymentservice 200 users (checkout),paymentservice,paymentservice,iaas,25443,127,1400.00,2264.69,6900.00,16000.00,4.9286,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,paymentservice 200 users (checkout),paymentservice,shippingservice,iaas,25443,127,1400.00,2264.69,6900.00,16000.00,7.5046,,7.73,77.49,103.80,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct
GoB,Hybrid,paymentservice 200 users (checkout),paymentservice,adservice,faas,25443,127,1400.00,2264.69,6900.00,16000.00,6.0436,,3.50,16.65,24.60,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct
GoB,Hybrid,paymentservice 200 users (checkout),paymentservice,recommendationservice,iaas,25443,127,1400.00,2264.69,6900.00,16000.00,20.1370,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,paymentservice 200 users (checkout),paymentservice,redis-cart,iaas,25443,127,1400.00,2264.69,6900.00,16000.00,4.8160,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,shippingservice 50 users (checkout),shippingservice,frontend,iaas,29144,0,310.00,430.77,820.00,1300.00,41.1934,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,shippingservice 50 users (checkout),shippingservice,productcatalogservice,iaas,29144,0,310.00,430.77,820.00,1300.00,20.5316,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,shippingservice 50 users (checkout),shippingservice,cartservice,iaas,29144,0,310.00,430.77,820.00,1300.00,3.3722,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,shippingservice 50 users (checkout),shippingservice,checkoutservice,iaas,29144,0,310.00,430.77,820.00,1300.00,10.6975,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,shippingservice 50 users (checkout),shippingservice,currencyservice,iaas,29144,0,310.00,430.77,820.00,1300.00,20.7078,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,shippingservice 50 users (checkout),shippingservice,emailservice,iaas,29144,0,310.00,430.77,820.00,1300.00,8.7541,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,shippingservice 50 users (checkout),shippingservice,paymentservice,iaas,29144,0,310.00,430.77,820.00,1300.00,5.5161,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,shippingservice 50 users (checkout),shippingservice,shippingservice,iaas,29144,0,310.00,430.77,820.00,1300.00,4.7163,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,shippingservice 50 users (checkout),shippingservice,adservice,iaas,29144,0,310.00,430.77,820.00,1300.00,1.6942,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,shippingservice 50 users (checkout),shippingservice,recommendationservice,iaas,29144,0,310.00,430.77,820.00,1300.00,18.6404,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,shippingservice 50 users (checkout),shippingservice,redis-cart,iaas,29144,0,310.00,430.77,820.00,1300.00,4.2309,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,shippingservice 50 users (checkout),shippingservice,frontend,iaas,25941,129,390.00,493.40,990.00,1400.00,42.6641,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,shippingservice 50 users (checkout),shippingservice,productcatalogservice,iaas,25941,129,390.00,493.40,990.00,1400.00,19.4228,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,shippingservice 50 users (checkout),shippingservice,cartservice,iaas,25941,129,390.00,493.40,990.00,1400.00,3.7520,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,shippingservice 50 users (checkout),shippingservice,checkoutservice,iaas,25941,129,390.00,493.40,990.00,1400.00,12.6620,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,shippingservice 50 users (checkout),shippingservice,currencyservice,iaas,25941,129,390.00,493.40,990.00,1400.00,31.1501,,17.40,184.08,240.74,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct
GoB,Hybrid,shippingservice 50 users (checkout),shippingservice,emailservice,faas,25941,129,390.00,493.40,990.00,1400.00,8.4193,,3.83,9.99,22.69,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct
GoB,Hybrid,shippingservice 50 users (checkout),shippingservice,paymentservice,iaas,25941,129,390.00,493.40,990.00,1400.00,6.1030,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,shippingservice 50 users (checkout),shippingservice,shippingservice,iaas,25941,129,390.00,493.40,990.00,1400.00,10.4354,,4.64,21.08,76.42,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct
GoB,Hybrid,shippingservice 50 users (checkout),shippingservice,adservice,faas,25941,129,390.00,493.40,990.00,1400.00,6.3297,,2.61,4.97,9.31,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct
GoB,Hybrid,shippingservice 50 users (checkout),shippingservice,recommendationservice,iaas,25941,129,390.00,493.40,990.00,1400.00,20.6591,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,shippingservice 50 users (checkout),shippingservice,redis-cart,iaas,25941,129,390.00,493.40,990.00,1400.00,5.1363,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,adservice 100 users (browse-product),adservice,frontend,iaas,47653,0,380.00,401.71,520.00,1100.00,37.6846,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,adservice 100 users (browse-product),adservice,productcatalogservice,iaas,47653,0,380.00,401.71,520.00,1100.00,16.5903,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,adservice 100 users (browse-product),adservice,cartservice,iaas,47653,0,380.00,401.71,520.00,1100.00,2.1630,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,adservice 100 users (browse-product),adservice,checkoutservice,iaas,47653,0,380.00,401.71,520.00,1100.00,0.0005,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,adservice 100 users (browse-product),adservice,currencyservice,iaas,47653,0,380.00,401.71,520.00,1100.00,23.3469,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,adservice 100 users (browse-product),adservice,emailservice,iaas,47653,0,380.00,401.71,520.00,1100.00,0.3921,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,adservice 100 users (browse-product),adservice,paymentservice,iaas,47653,0,380.00,401.71,520.00,1100.00,0.0098,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,adservice 100 users (browse-product),adservice,shippingservice,iaas,47653,0,380.00,401.71,520.00,1100.00,0.0005,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,adservice 100 users (browse-product),adservice,adservice,iaas,47653,0,380.00,401.71,520.00,1100.00,8.8580,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,adservice 100 users (browse-product),adservice,recommendationservice,iaas,47653,0,380.00,401.71,520.00,1100.00,24.3255,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,adservice 100 users (browse-product),adservice,redis-cart,iaas,47653,0,380.00,401.71,520.00,1100.00,3.7657,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,adservice 100 users (browse-product),adservice,frontend,iaas,36792,256,440.00,587.61,1300.00,2900.00,41.3089,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,adservice 100 users (browse-product),adservice,productcatalogservice,iaas,36792,256,440.00,587.61,1300.00,2900.00,15.2237,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,adservice 100 users (browse-product),adservice,cartservice,iaas,36792,256,440.00,587.61,1300.00,2900.00,1.8994,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,adservice 100 users (browse-product),adservice,checkoutservice,iaas,36792,256,440.00,587.61,1300.00,2900.00,0.0076,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,adservice 100 users (browse-product),adservice,currencyservice,iaas,36792,256,440.00,587.61,1300.00,2900.00,35.6926,,188.32,484.57,849.85,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct
GoB,Hybrid,adservice 100 users (browse-product),adservice,emailservice,faas,36792,256,440.00,587.61,1300.00,2900.00,0.0575,,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,adservice 100 users (browse-product),adservice,paymentservice,iaas,36792,256,440.00,587.61,1300.00,2900.00,0.0000,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,adservice 100 users (browse-product),adservice,shippingservice,faas,36792,256,440.00,587.61,1300.00,2900.00,0.0769,,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,adservice 100 users (browse-product),adservice,adservice,iaas,36792,256,440.00,587.61,1300.00,2900.00,31.0811,,3.40,17.56,82.26,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct
GoB,Hybrid,adservice 100 users (browse-product),adservice,recommendationservice,iaas,36792,256,440.00,587.61,1300.00,2900.00,23.9057,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,adservice 100 users (browse-product),adservice,redis-cart,iaas,36792,256,440.00,587.61,1300.00,2900.00,4.0025,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,recommendationservice 100 users (browse-product),recommendationservice,frontend,iaas,47475,0,380.00,404.15,590.00,1100.00,40.2957,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,recommendationservice 100 users (browse-product),recommendationservice,productcatalogservice,iaas,47475,0,380.00,404.15,590.00,1100.00,16.3128,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,recommendationservice 100 users (browse-product),recommendationservice,cartservice,iaas,47475,0,380.00,404.15,590.00,1100.00,1.8861,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,recommendationservice 100 users (browse-product),recommendationservice,checkoutservice,iaas,47475,0,380.00,404.15,590.00,1100.00,0.0005,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,recommendationservice 100 users (browse-product),recommendationservice,currencyservice,iaas,47475,0,380.00,404.15,590.00,1100.00,22.5837,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,recommendationservice 100 users (browse-product),recommendationservice,emailservice,iaas,47475,0,380.00,404.15,590.00,1100.00,0.3851,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,recommendationservice 100 users (browse-product),recommendationservice,paymentservice,iaas,47475,0,380.00,404.15,590.00,1100.00,0.0112,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,recommendationservice 100 users (browse-product),recommendationservice,shippingservice,iaas,47475,0,380.00,404.15,590.00,1100.00,0.0005,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,recommendationservice 100 users (browse-product),recommendationservice,adservice,iaas,47475,0,380.00,404.15,590.00,1100.00,4.2934,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,recommendationservice 100 users (browse-product),recommendationservice,recommendationservice,iaas,47475,0,380.00,404.15,590.00,1100.00,26.4913,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,recommendationservice 100 users (browse-product),recommendationservice,redis-cart,iaas,47475,0,380.00,404.15,590.00,1100.00,3.5435,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,recommendationservice 100 users (browse-product),recommendationservice,frontend,iaas,35733,259,460.00,611.62,1300.00,3000.00,40.8928,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,recommendationservice 100 users (browse-product),recommendationservice,productcatalogservice,iaas,35733,259,460.00,611.62,1300.00,3000.00,14.8389,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,recommendationservice 100 users (browse-product),recommendationservice,cartservice,iaas,35733,259,460.00,611.62,1300.00,3000.00,1.7607,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,recommendationservice 100 users (browse-product),recommendationservice,checkoutservice,iaas,35733,259,460.00,611.62,1300.00,3000.00,0.0075,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,recommendationservice 100 users (browse-product),recommendationservice,currencyservice,iaas,35733,259,460.00,611.62,1300.00,3000.00,43.4686,,186.52,473.28,763.42,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct
GoB,Hybrid,recommendationservice 100 users (browse-product),recommendationservice,emailservice,faas,35733,259,460.00,611.62,1300.00,3000.00,0.0613,,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,recommendationservice 100 users (browse-product),recommendationservice,paymentservice,iaas,35733,259,460.00,611.62,1300.00,3000.00,0.0000,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,recommendationservice 100 users (browse-product),recommendationservice,shippingservice,faas,35733,259,460.00,611.62,1300.00,3000.00,0.0621,,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,recommendationservice 100 users (browse-product),recommendationservice,adservice,iaas,35733,259,460.00,611.62,1300.00,3000.00,39.7370,,3.43,18.05,83.57,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct
GoB,Hybrid,recommendationservice 100 users (browse-product),recommendationservice,recommendationservice,iaas,35733,259,460.00,611.62,1300.00,3000.00,23.3428,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,recommendationservice 100 users (browse-product),recommendationservice,redis-cart,iaas,35733,259,460.00,611.62,1300.00,3000.00,3.9708,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,redis-cart 100 users (cart),redis-cart,frontend,iaas,34588,0,730.00,727.54,1200.00,1300.00,42.9774,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,redis-cart 100 users (cart),redis-cart,productcatalogservice,iaas,34588,0,730.00,727.54,1200.00,1300.00,16.0196,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,redis-cart 100 users (cart),redis-cart,cartservice,iaas,34588,0,730.00,727.54,1200.00,1300.00,2.2055,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,redis-cart 100 users (cart),redis-cart,checkoutservice,iaas,34588,0,730.00,727.54,1200.00,1300.00,0.0006,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,redis-cart 100 users (cart),redis-cart,currencyservice,iaas,34588,0,730.00,727.54,1200.00,1300.00,26.2126,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,redis-cart 100 users (cart),redis-cart,emailservice,iaas,34588,0,730.00,727.54,1200.00,1300.00,0.3547,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,redis-cart 100 users (cart),redis-cart,paymentservice,iaas,34588,0,730.00,727.54,1200.00,1300.00,0.0105,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,redis-cart 100 users (cart),redis-cart,shippingservice,iaas,34588,0,730.00,727.54,1200.00,1300.00,3.4477,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,redis-cart 100 users (cart),redis-cart,adservice,iaas,34588,0,730.00,727.54,1200.00,1300.00,1.5967,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,redis-cart 100 users (cart),redis-cart,recommendationservice,iaas,34588,0,730.00,727.54,1200.00,1300.00,23.5499,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
