Application,Deployment,Load,Target service,Service,Backend,Requests,Fails,Median latency (ms),Average latency (ms),p95 latency (ms),p99 latency (ms),CPU (%),Memory (%),Service p50 latency (ms),Service p95 latency (ms),Service p99 latency (ms),Metric source,Data quality
GoB,IaaS only,redis-cart 100 users (cart),redis-cart,redis-cart,iaas,34588,0,730.00,727.54,1200.00,1300.00,3.7652,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,redis-cart 100 users (cart),redis-cart,frontend,iaas,25897,281,940.00,1016.20,2400.00,3600.00,37.3197,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,redis-cart 100 users (cart),redis-cart,productcatalogservice,iaas,25897,281,940.00,1016.20,2400.00,3600.00,13.5794,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,redis-cart 100 users (cart),redis-cart,cartservice,iaas,25897,281,940.00,1016.20,2400.00,3600.00,2.0310,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,redis-cart 100 users (cart),redis-cart,checkoutservice,iaas,25897,281,940.00,1016.20,2400.00,3600.00,0.0070,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,redis-cart 100 users (cart),redis-cart,currencyservice,iaas,25897,281,940.00,1016.20,2400.00,3600.00,52.2548,,189.55,474.57,776.10,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct
GoB,Hybrid,redis-cart 100 users (cart),redis-cart,emailservice,faas,25897,281,940.00,1016.20,2400.00,3600.00,0.0544,,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,redis-cart 100 users (cart),redis-cart,paymentservice,iaas,25897,281,940.00,1016.20,2400.00,3600.00,0.0000,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,redis-cart 100 users (cart),redis-cart,shippingservice,iaas,25897,281,940.00,1016.20,2400.00,3600.00,6.0965,,5.16,21.69,64.68,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct
GoB,Hybrid,redis-cart 100 users (cart),redis-cart,adservice,faas,25897,281,940.00,1016.20,2400.00,3600.00,6.1645,,3.06,9.44,22.00,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct
GoB,Hybrid,redis-cart 100 users (cart),redis-cart,recommendationservice,iaas,25897,281,940.00,1016.20,2400.00,3600.00,18.3135,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,redis-cart 100 users (cart),redis-cart,redis-cart,iaas,25897,281,940.00,1016.20,2400.00,3600.00,4.2755,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,emailservice 50 users (checkout),emailservice,frontend,iaas,29426,0,320.00,425.72,770.00,1200.00,43.9807,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,emailservice 50 users (checkout),emailservice,productcatalogservice,iaas,29426,0,320.00,425.72,770.00,1200.00,20.6405,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,emailservice 50 users (checkout),emailservice,cartservice,iaas,29426,0,320.00,425.72,770.00,1200.00,3.7179,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,emailservice 50 users (checkout),emailservice,checkoutservice,iaas,29426,0,320.00,425.72,770.00,1200.00,11.3839,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,emailservice 50 users (checkout),emailservice,currencyservice,iaas,29426,0,320.00,425.72,770.00,1200.00,19.1948,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,emailservice 50 users (checkout),emailservice,emailservice,iaas,29426,0,320.00,425.72,770.00,1200.00,9.2931,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,emailservice 50 users (checkout),emailservice,paymentservice,iaas,29426,0,320.00,425.72,770.00,1200.00,6.7904,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,emailservice 50 users (checkout),emailservice,shippingservice,iaas,29426,0,320.00,425.72,770.00,1200.00,5.3411,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,emailservice 50 users (checkout),emailservice,adservice,iaas,29426,0,320.00,425.72,770.00,1200.00,2.1026,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,emailservice 50 users (checkout),emailservice,recommendationservice,iaas,29426,0,320.00,425.72,770.00,1200.00,21.7050,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,IaaS only,emailservice 50 users (checkout),emailservice,redis-cart,iaas,29426,0,320.00,425.72,770.00,1200.00,4.3962,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,emailservice 50 users (checkout),emailservice,frontend,iaas,25629,356,400.00,501.21,1000.00,1500.00,39.2682,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,emailservice 50 users (checkout),emailservice,productcatalogservice,iaas,25629,356,400.00,501.21,1000.00,1500.00,18.4597,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,emailservice 50 users (checkout),emailservice,cartservice,iaas,25629,356,400.00,501.21,1000.00,1500.00,3.4385,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,emailservice 50 users (checkout),emailservice,checkoutservice,iaas,25629,356,400.00,501.21,1000.00,1500.00,11.9895,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,emailservice 50 users (checkout),emailservice,currencyservice,iaas,25629,356,400.00,501.21,1000.00,1500.00,45.7062,,17.04,183.58,238.72,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct
GoB,Hybrid,emailservice 50 users (checkout),emailservice,emailservice,faas,25629,356,400.00,501.21,1000.00,1500.00,7.9565,,3.87,9.96,22.84,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct
GoB,Hybrid,emailservice 50 users (checkout),emailservice,paymentservice,iaas,25629,356,400.00,501.21,1000.00,1500.00,5.9205,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,emailservice 50 users (checkout),emailservice,shippingservice,iaas,25629,356,400.00,501.21,1000.00,1500.00,11.5567,,4.73,21.11,69.35,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct
GoB,Hybrid,emailservice 50 users (checkout),emailservice,adservice,faas,25629,356,400.00,501.21,1000.00,1500.00,6.0655,,2.60,4.93,9.11,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct
GoB,Hybrid,emailservice 50 users (checkout),emailservice,recommendationservice,iaas,25629,356,400.00,501.21,1000.00,1500.00,20.4825,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
GoB,Hybrid,emailservice 50 users (checkout),emailservice,redis-cart,iaas,25629,356,400.00,501.21,1000.00,1500.00,5.0619,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms
